Timestamp,What is your Rice Purity Test Score?,What is your sexuality?,What is your sex?,What gender do you identify with?,Are you transgender?,What is your age?,How would you define yourself politically?,Would you consider yourself religious?,How concerned are you about climate change?,Select the drugs below you think should be decriminalized:,Do you think the police service funding should be:,How many times a week do you masturbate?,How often do you have sex in a month?,"Would you consider yourself ""sexually free""?",Would you describe yourself as a kinky person?,Do you think your parents be disappointed in you if they knew the details of your sex life?,How scared are you of catching STDs/STIs?,How scared are you of having/causing an unwanted pregnancy?,What is the highest education level you have completed OR are currently pursuing?,How many years have you lived apart from your parents?,What is your annual income?,Would you say you are a(n):,Would you consider yourself a healthy person?
11/16/2020 1:33:26,75,Heterosexual,Male,Male,No,27,Left,No,Somewhat concerned,"Marijuana, Psychedelics",Left the way it is,5 - 7,I have never had sex,Yes,No,No,A little scared,A little scared,Bachelor's Degree (4 year),6 - 10,"$80,001 - $120,000",Introvert,Yes
11/16/2020 1:34:11,24,Bisexual,Female,Female,No,20,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Increased,2 - 4,15 - 25 times,Yes,Yes,Yes,Decently scared,Absolutely terrified,High School / GED Equivalent,1 - 2,"$30,001 - $50,000",Ambivert,No
11/16/2020 1:35:54,33,Heterosexual,Female,Female,No,25,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,1,1 - 2 times,No,No,Yes,Not at all scared,Not at all scared,Associate's Degree (2 year),6 - 10,"$0 - $10,000",Introvert,No
11/16/2020 1:36:43,31,Heterosexual,Male,Male,No,21,Center,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,7 - 10,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,Yes,I don't know,Decently scared,Very scared,High School / GED Equivalent,3 - 5,"$10,001 - $30,000",Ambivert,Yes
11/16/2020 1:36:55,21,Bisexual,Male,Male,No,19,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,5 - 7,3 - 8 times,Yes,Yes,Yes,Somewhat scared,Somewhat scared,Bachelor's Degree (4 year),1 - 2,"$10,001 - $30,000",Introvert,Maybe
11/16/2020 1:37:05,26,Bisexual,Female,Female,No,18,Left,No,Somewhat concerned,"Marijuana, Psychedelics",Abolished,5 - 7,1 - 2 times,Yes,Yes,Yes,Very scared,Absolutely terrified,High School / GED Equivalent,1 - 2,"$0 - $10,000",Ambivert,Maybe
11/16/2020 1:38:58,39,Heterosexual,Female,Female,No,29,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,0,1 - 2 times,Yes,Yes,Yes,A little scared,Decently scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$10,001 - $30,000",Introvert,Yes
11/16/2020 1:39:49,56,Bisexual,Male,Male,No,20,Left,No,Very concerned,"Marijuana, Psychedelics",Left the way it is,10+,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,Yes,Yes,Not at all scared,A little scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Ambivert,No
11/16/2020 1:41:15,43,Heterosexual,Female,Female,No,22,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,1,3 - 8 times,Yes,No,Yes,A little scared,Decently scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$10,001 - $30,000",Introvert,Yes
11/16/2020 1:42:13,92,Heterosexual,Female,Female,No,21,Center,Yes,Decently concerned,Marijuana,Left the way it is,0,I have never had sex,Maybe,No,No,Not at all scared,Not at all scared,Bachelor's Degree (4 year),3 - 5,"$10,001 - $30,000",Introvert,Yes
11/16/2020 1:43:20,86,Bisexual,Male,Male,No,18,Center,No,Decently concerned,"Marijuana, Psychedelics",Lessened,5 - 7,I have never had sex,Maybe,No,No,Somewhat scared,A little scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Yes
11/16/2020 1:43:31,86,Bisexual,Male,Male,No,18,Center,Yes,Somewhat concerned,I don't think any of these drugs should be decriminalized,Highly increased,2 - 4,I have never had sex,No,Yes,Yes,Decently scared,Very scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Yes
11/16/2020 1:44:50,31,Bisexual,Female,Non-binary,Yes,18,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,2 - 4,3 - 8 times,Maybe,Yes,I don't know,A little scared,A little scared,Bachelor's Degree (4 year),1 - 2,"$10,001 - $30,000",Introvert,Maybe
11/16/2020 1:44:51,88,Heterosexual,Male,Male,No,23,Left,No,Very concerned,I don't think any of these drugs should be decriminalized,Increased,7 - 10,I have never had sex,Maybe,No,I don't know,Not at all scared,Not Applicable,High School / GED Equivalent,3 - 5,"$10,001 - $30,000",Ambivert,Maybe
11/16/2020 1:44:59,17,Bisexual,Male,Male,No,25,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,5 - 7,3 - 8 times,Yes,Yes,No,Somewhat scared,Decently scared,Bachelor's Degree (4 year),3 - 5,"$50,001 - $80,000",Ambivert,Yes
11/16/2020 1:45:23,95,Heterosexual,Male,Male,No,17,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,5 - 7,I have never had sex,No,No,Yes,Not at all scared,Not at all scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$160,001+",Ambivert,No
11/16/2020 1:45:51,53,Bisexual,Male,Male,No,23,Left,No,Very concerned,"Marijuana, Psychedelics",Lessened,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,No,No,A little scared,Absolutely terrified,High School / GED Equivalent,1 - 2,"$30,001 - $50,000",Introvert,Maybe
11/16/2020 1:46:39,88,Homosexual,Female,Non-binary,Yes,22,Libertarian,No,Somewhat concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,7 - 10,I have never had sex,No,No,Yes,Not at all scared,Not at all scared,Bachelor's Degree (4 year),1 - 2,"$10,001 - $30,000",Introvert,Maybe
11/16/2020 1:47:42,25,Bisexual,Male,Male,No,39,Left,No,Very concerned,"Marijuana, Psychedelics",Lessened,2 - 4,3 - 8 times,Maybe,No,Yes,A little scared,Not at all scared,Master's Degree,10+,"$50,001 - $80,000",Introvert,Yes
11/16/2020 1:48:09,7,Heterosexual,Male,Male,No,37,Center,No,Very concerned,"Marijuana, Psychedelics",Lessened,2 - 4,9 - 15 times,Yes,Yes,Yes,Somewhat scared,Somewhat scared,Master's Degree,10+,"$80,001 - $120,000",Introvert,Maybe
11/16/2020 1:53:43,50,Heterosexual,Male,Male,No,23,Center,No,Decently concerned,Marijuana,Increased,7 - 10,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,Yes,Yes,A little scared,Decently scared,Doctoral Degree,6 - 10,"$30,001 - $50,000",Ambivert,Yes
11/16/2020 1:54:13,72,Heterosexual,Female,Female,No,23,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,0,I have never had sex,Maybe,No,No,Decently scared,Absolutely terrified,Master's Degree,6 - 10,"$30,001 - $50,000",Introvert,No
11/16/2020 1:54:41,91,Heterosexual,Male,Male,No,23,Center,No,Very concerned,Marijuana,Left the way it is,2 - 4,I have never had sex,Maybe,No,I don't know,Somewhat scared,Somewhat scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$10,001 - $30,000",Introvert,Maybe
11/16/2020 1:56:27,39,Bisexual,Female,Female,No,28,Left,No,Very concerned,"Marijuana, Psychedelics",Abolished,5 - 7,9 - 15 times,Maybe,Yes,I don't know,Not at all scared,Somewhat scared,Associate's Degree (2 year),3 - 5,"$30,001 - $50,000",Extrovert,Maybe
11/16/2020 1:57:57,97,Homosexual,Male,Male,No,18,Left,No,Decently concerned,"Marijuana, Psychedelics",Lessened,2 - 4,I have never had sex,No,No,I don't know,A little scared,Not Applicable,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Maybe
11/16/2020 1:58:15,36,Bisexual,Male,Male,No,26,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,3 - 8 times,Maybe,Yes,Yes,A little scared,Not at all scared,Bachelor's Degree (4 year),3 - 5,"$10,001 - $30,000",Introvert,No
11/16/2020 2:00:30,66,Homosexual,Male,Male,No,18,Progressive,No,Very concerned,"Marijuana, Psychedelics",Lessened,5 - 7,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,No,Yes,Very scared,Not Applicable,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Yes
11/16/2020 2:00:51,92,Bisexual,Male,Male,No,18,Right,No,A little concerned,"Marijuana, Psychedelics",Left the way it is,2 - 4,I have never had sex,Yes,Yes,I don't know,Not at all scared,Not at all scared,Master's Degree,0 (I have never lived apart from my parents),"$0 - $10,000",Ambivert,Maybe
11/16/2020 2:01:26,43,Heterosexual,Female,Female,No,20,Left,No,Very concerned,"Marijuana, Psychedelics",Lessened,1,9 - 15 times,Yes,No,No,A little scared,Absolutely terrified,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Ambivert,Yes
11/16/2020 2:02:21,95,Heterosexual,Female,Female,No,20,Left,No,Very concerned,Marijuana,Lessened,2 - 4,I have never had sex,Maybe,Yes,I don't know,Not at all scared,Not at all scared,Associate's Degree (2 year),0 (I have never lived apart from my parents),"$10,001 - $30,000",Ambivert,Maybe
11/16/2020 2:04:10,86,Asexual,Male,Male,No,24,Left,No,Very concerned,Marijuana,Left the way it is,2 - 4,I have never had sex,Yes,No,Yes,Not at all scared,Not at all scared,Bachelor's Degree (4 year),3 - 5,"$0 - $10,000",Introvert,Yes
11/16/2020 2:04:51,59,Homosexual,Female,Female,No,34,Left,No,Decently concerned,Marijuana,Abolished,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,Yes,Yes,Somewhat scared,Not Applicable,Master's Degree,1 - 2,"$30,001 - $50,000",Introvert,Yes
11/16/2020 2:05:02,50,Bisexual,Female,Female,No,20,Left,No,Very concerned,"Marijuana, Psychedelics",Lessened,2 - 4,3 - 8 times,Maybe,Yes,Yes,Not at all scared,Absolutely terrified,High School / GED Equivalent,1 - 2,"$0 - $10,000",Introvert,Maybe
11/16/2020 2:05:27,86,Heterosexual,Male,Male,No,19,Left,Yes,Decently concerned,"Marijuana, Psychedelics",Lessened,7 - 10,I have never had sex,No,No,Yes,A little scared,A little scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,No
11/16/2020 2:05:32,32,Bisexual,Female,Female,No,21,Left,No,Somewhat concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,3 - 8 times,Yes,Yes,I don't know,Somewhat scared,Very scared,Technical diploma,1 - 2,"$10,001 - $30,000",Ambivert,Maybe
11/16/2020 2:07:32,96,Heterosexual,Male,Male,No,18,Right,Maybe,Somewhat concerned,"Marijuana, Psychedelics",Left the way it is,5 - 7,I have never had sex,No,No,I don't know,A little scared,Not at all scared,Master's Degree,0 (I have never lived apart from my parents),"$10,001 - $30,000",Introvert,Yes
11/16/2020 2:10:21,90,Heterosexual,Male,Male,No,20,Left,No,Decently concerned,Marijuana,Lessened,10+,I have never had sex,Maybe,No,I don't know,Not at all scared,Not at all scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Maybe
11/16/2020 2:10:31,38,Bisexual,Female,Non-binary,Maybe,21,Left,Yes,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,0,1 - 2 times,Yes,Yes,No,Very scared,Decently scared,Bachelor's Degree (4 year),3 - 5,"$0 - $10,000",Introvert,Maybe
11/16/2020 2:10:47,83,Homosexual,Female,Female,No,39,Left,Maybe,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,I have never had sex,Yes,Yes,Yes,Not at all scared,Not Applicable,Master's Degree,10+,"$0 - $10,000",Introvert,No
11/16/2020 2:11:14,33,Bisexual,Female,Female,No,31,Left,No,Very concerned,Marijuana,Left the way it is,2 - 4,9 - 15 times,No,Yes,No,Not at all scared,Not at all scared,Master's Degree,10+,"$80,001 - $120,000",Extrovert,Yes
11/16/2020 2:11:26,82,Heterosexual,Male,Male,No,25,Left,No,Decently concerned,Marijuana,Increased,2 - 4,I have never had sex,No,No,No,A little scared,Very scared,Bachelor's Degree (4 year),3 - 5,"$30,001 - $50,000",Ambivert,Yes
11/16/2020 2:12:10,97,Questioning,Male,Female,Yes,18,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,2 - 4,I have never had sex,Maybe,No,No,Decently scared,Somewhat scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Maybe
11/16/2020 2:12:15,40,Bisexual,Female,Female,No,19,Left,Yes,Very concerned,"Marijuana, Psychedelics",Lessened,2 - 4,9 - 15 times,Yes,Yes,No,Not at all scared,Not at all scared,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Introvert,Yes
11/16/2020 2:12:29,90,Heterosexual,Male,Male,No,18,Left,No,Decently concerned,"Marijuana, Psychedelics",Lessened,2 - 4,I have never had sex,Maybe,Yes,Yes,Very scared,Decently scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$10,001 - $30,000",Introvert,Maybe
11/16/2020 2:12:41,53,Bisexual,Female,Female,No,27,Left,Yes,Very concerned,"Marijuana, Psychedelics",Lessened,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,No,I don't know,Not at all scared,A little scared,Master's Degree,6 - 10,"$50,001 - $80,000",Introvert,Maybe
11/16/2020 2:12:55,51,Bisexual,Female,Female,No,18,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,I have never had sex,Yes,Yes,I don't know,A little scared,Decently scared,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Extrovert,Yes
11/16/2020 2:13:30,69,Bisexual,Male,Male,No,19,Right,Yes,A little concerned,"Marijuana, Psychedelics",Increased,2 - 4,I have never had sex,Maybe,No,Yes,Absolutely terrified,Not Applicable,High School / GED Equivalent,0 (I have never lived apart from my parents),"$10,001 - $30,000",Extrovert,Yes
11/16/2020 2:13:32,56,Bisexual,Female,Female,No,18,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,2 - 4,3 - 8 times,No,Yes,No,Not at all scared,A little scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Ambivert,Maybe
11/16/2020 2:14:38,31,Heterosexual,Male,Male,No,18,Left,No,Decently concerned,"Marijuana, Psychedelics",Left the way it is,5 - 7,15 - 25 times,Maybe,No,No,Not at all scared,A little scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Yes
11/16/2020 2:15:40,44,Bisexual,Female,Female,No,33,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,1 - 2 times,Maybe,No,No,Not at all scared,Not at all scared,Bachelor's Degree (4 year),6 - 10,"$50,001 - $80,000",Introvert,Maybe
11/16/2020 2:15:55,87,Heterosexual,Male,Male,No,21,Left,No,Decently concerned,"Marijuana, Psychedelics",Abolished,2 - 4,I have never had sex,Maybe,No,No,Not at all scared,Not at all scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,No
11/16/2020 2:16:28,32,Heterosexual,Male,Male,No,24,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,10+,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,Yes,I don't know,Not at all scared,Not at all scared,Bachelor's Degree (4 year),1 - 2,"$10,001 - $30,000",Introvert,No
11/16/2020 2:16:35,46,Heterosexual,Male,Male,No,22,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,10+,9 - 15 times,Yes,Yes,Yes,Not at all scared,Somewhat scared,Master's Degree,1 - 2,"$10,001 - $30,000",Introvert,Yes
11/16/2020 2:16:55,53,Homosexual,Male,Male,No,19,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,5 - 7,3 - 8 times,Yes,No,No,Not at all scared,Not Applicable,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Ambivert,Yes
11/16/2020 2:18:27,95,Heterosexual,Female,Female,No,20,Left,No,Somewhat concerned,Marijuana,Lessened,2 - 4,I have never had sex,Maybe,Yes,No,A little scared,A little scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,No
11/16/2020 2:18:42,19,Heterosexual,Male,Male,No,22,Left,No,Very concerned,"Marijuana, Psychedelics",Lessened,5 - 7,3 - 8 times,Yes,Yes,No,Not at all scared,A little scared,Doctoral Degree,3 - 5,"$0 - $10,000",Extrovert,Yes
11/16/2020 2:20:38,57,Queer,Female,Non-binary,No,26,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,1,3 - 8 times,Maybe,No,No,Not at all scared,Not at all scared,Master's Degree,6 - 10,"$10,001 - $30,000",Ambivert,Yes
11/16/2020 2:22:43,9,Bisexual,Male,Male,Maybe,21,Left,Maybe,Very concerned,"Marijuana, Psychedelics",Lessened,10+,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,Yes,Yes,Very scared,Not Applicable,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$10,001 - $30,000",Ambivert,Maybe
11/16/2020 2:22:54,48,queer,Female,Non-binary,Yes,28,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,1,1 - 2 times,No,Yes,I don't know,Not at all scared,Not at all scared,Doctoral Degree,6 - 10,"$30,001 - $50,000",Introvert,No
11/16/2020 2:23:08,37,Homosexual,Male,Male,No,23,Right,No,Decently concerned,I don't think any of these drugs should be decriminalized,Increased,2 - 4,3 - 8 times,Yes,No,No,Decently scared,Not at all scared,Bachelor's Degree (4 year),3 - 5,"$30,001 - $50,000",Ambivert,Maybe
11/16/2020 2:24:42,31,Bisexual,Female,Female,No,25,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,Yes,Yes,A little scared,Decently scared,Master's Degree,6 - 10,"$0 - $10,000",Introvert,Yes
11/16/2020 2:24:42,46,Bisexual,Female,Female,No,24,Left,No,Very concerned,Marijuana,Lessened,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,No,No,Somewhat scared,Decently scared,Associate's Degree (2 year),0 (I have never lived apart from my parents),"$10,001 - $30,000",Ambivert,Yes
11/16/2020 2:25:40,72,Bisexual,Female,Female,No,21,Left,Maybe,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,I have never had sex,Maybe,No,Yes,Decently scared,Somewhat scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$10,001 - $30,000",Introvert,Maybe
11/16/2020 2:27:40,85,Heterosexual,Male,Male,No,24,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,7 - 10,I have never had sex,No,No,I don't know,Absolutely terrified,Absolutely terrified,Bachelor's Degree (4 year),1 - 2,"$10,001 - $30,000",Introvert,No
11/16/2020 2:28:50,93,Heterosexual,Male,Male,No,20,Center,No,Somewhat concerned,Marijuana,Left the way it is,10+,I have never had sex,No,No,Yes,Not at all scared,Not at all scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,No
11/16/2020 2:30:04,14,Bisexual,Female,Female,No,36,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,5 - 7,3 - 8 times,Yes,No,I don't know,Somewhat scared,Not Applicable,Associate's Degree (2 year),10+,"$80,001 - $120,000",Ambivert,No
11/16/2020 2:32:28,43,Bisexual,Female,Female,No,24,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,0,3 - 8 times,Yes,No,No,Not at all scared,Somewhat scared,Master's Degree,3 - 5,"$0 - $10,000",Introvert,Maybe
11/16/2020 2:32:45,43,Heterosexual,Male,Male,No,20,Left,Yes,Very concerned,"Marijuana, Psychedelics",Abolished,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,No,I don't know,Not at all scared,Absolutely terrified,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Extrovert,Yes
11/16/2020 2:34:40,69,Heterosexual,Male,Male,No,20,Center,Yes,Very concerned,"Marijuana, Psychedelics",Increased,2 - 4,I have never had sex,Maybe,No,I don't know,A little scared,A little scared,High School / GED Equivalent,1 - 2,"$10,001 - $30,000",Ambivert,Yes
11/16/2020 2:34:53,36,Heterosexual,Male,Male,No,32,Left,No,Very concerned,"Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,9 - 15 times,Yes,Yes,No,Not at all scared,Not at all scared,Bachelor's Degree (4 year),10+,"$80,001 - $120,000",Introvert,Maybe
11/16/2020 2:37:07,88,Heterosexual,Male,Male,No,19,Libertarian,Yes,Decently concerned,"Marijuana, Psychedelics",Lessened,2 - 4,I have never had sex,No,No,I don't know,Not at all scared,Not at all scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Maybe
11/16/2020 2:37:19,84,Asexual,Female,Female,No,19,Left,No,Very concerned,Marijuana,Abolished,2 - 4,I have never had sex,No,No,No,Somewhat scared,Decently scared,Bachelor's Degree (4 year),1 - 2,"$10,001 - $30,000",Introvert,Yes
11/16/2020 2:37:32,62,Heterosexual,Female,Female,No,23,Left,No,Decently concerned,Marijuana,Lessened,1,"I have had sex, but not recently, or not frequent enough to be monthly",No,No,Yes,Not at all scared,Not at all scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Yes
11/16/2020 2:37:43,39,Homosexual,Female,Non-binary,Maybe,19,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,5 - 7,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,No,No,Decently scared,Very scared,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Introvert,Maybe
11/16/2020 2:38:00,43,Bisexual,Female,Female,No,35,Left,No,Decently concerned,Marijuana,Abolished,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",No,Yes,No,A little scared,A little scared,Master's Degree,10+,"$10,001 - $30,000",Introvert,No
11/16/2020 2:38:10,44,Heterosexual,Female,Female,No,26,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,9 - 15 times,Yes,Yes,Yes,Not at all scared,A little scared,Bachelor's Degree (4 year),3 - 5,"$0 - $10,000",Introvert,Yes
11/16/2020 2:38:13,35,Heterosexual,Male,Male,No,30,Left,No,Decently concerned,"Marijuana, Psychedelics",Left the way it is,5 - 7,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,No,No,Not at all scared,A little scared,High School / GED Equivalent,6 - 10,"$30,001 - $50,000",Introvert,Maybe
11/16/2020 2:38:32,45,Bisexual,Male,Female,Yes,20,Left,No,Very concerned,Marijuana,Lessened,2 - 4,1 - 2 times,Yes,No,No,A little scared,Absolutely terrified,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Yes
11/16/2020 2:38:32,20,Bisexual,Female,Female,No,26,Left,Maybe,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Left the way it is,5 - 7,3 - 8 times,Yes,Yes,No,Decently scared,Absolutely terrified,High School / GED Equivalent,6 - 10,"$30,001 - $50,000",Introvert,No
11/16/2020 2:40:11,31,Bisexual,Female,Female,No,21,Left,No,Decently concerned,"Marijuana, Psychedelics",Lessened,1,1 - 2 times,Yes,Yes,I don't know,A little scared,Very scared,Bachelor's Degree (4 year),1 - 2,"$10,001 - $30,000",Introvert,Maybe
11/16/2020 2:42:33,39,Heterosexual,Male,Male,No,19,Left,No,Very concerned,Marijuana,Lessened,5 - 7,9 - 15 times,Yes,Yes,I don't know,Not at all scared,Somewhat scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$10,001 - $30,000",Ambivert,Yes
11/16/2020 2:42:50,34,Heterosexual,Male,Male,No,31,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,5 - 7,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,Yes,I don't know,Not at all scared,Not at all scared,Bachelor's Degree (4 year),10+,"$50,001 - $80,000",Introvert,No
11/16/2020 2:44:44,71,Heterosexual,Male,Male,No,18,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,0,I have never had sex,Maybe,No,Yes,Not at all scared,A little scared,Associate's Degree (2 year),1 - 2,"$0 - $10,000",Ambivert,Maybe
11/16/2020 2:47:05,28,Bisexual,Female,Female,No,19,Center,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,0,1 - 2 times,No,No,Yes,Very scared,Absolutely terrified,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Introvert,No
11/16/2020 2:47:53,66,Bisexual,Female,Male,Yes,18,Center,No,Not at all concerned,I don't think any of these drugs should be decriminalized,Highly increased,5 - 7,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,No,No,A little scared,Somewhat scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Extrovert,No
11/16/2020 2:50:30,99,Asexual,Female,Non-binary,No,20,Left,No,Very concerned,Marijuana,Lessened,0,I have never had sex,No,No,No,Not at all scared,Not at all scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Yes
11/16/2020 2:52:52,60,Heterosexual,Female,Female,No,20,Left,No,Very concerned,"Marijuana, Psychedelics",Lessened,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,Yes,I don't know,Somewhat scared,Very scared,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Introvert,No
11/16/2020 2:57:50,33,Homosexual,Male,Male,No,26,Center,Yes,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,5 - 7,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,Yes,I don't know,A little scared,Not Applicable,Bachelor's Degree (4 year),6 - 10,"$0 - $10,000",Ambivert,No
11/16/2020 3:00:51,96,Heterosexual,Male,Male,Yes,18,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,I have never had sex,Yes,No,No,Decently scared,Not Applicable,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Maybe
11/16/2020 3:02:31,46,Heterosexual,Female,Female,No,18,Left,No,Somewhat concerned,"Marijuana, Psychedelics",Lessened,0,1 - 2 times,Yes,Yes,No,Not at all scared,Somewhat scared,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Extrovert,Maybe
11/16/2020 3:04:40,61,queer,Female,Non-binary,Yes,23,Left,No,Decently concerned,Marijuana,Lessened,1,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,Yes,I don't know,A little scared,Not Applicable,Bachelor's Degree (4 year),3 - 5,"$0 - $10,000",Introvert,No
11/16/2020 3:05:10,78,Heterosexual,Male,Male,No,20,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Increased,2 - 4,I have never had sex,Yes,Yes,Yes,Not at all scared,Decently scared,I went 13 yrs to school and you us people don't have an equivalent to it,1 - 2,"$50,001 - $80,000",Introvert,Yes
